horizon,model,oo_s,year,n,hit_rate,corr
48,GBoost,2023-01-01,2023,1416,0.4901129943502825,0.04452816189226344
48,LogReg,2023-03-01,2023,1464,0.5423497267759563,0.09148666768865438
48,GBoost,2023-03-01,2023,1464,0.5300546448087432,0.12412387178612286
48,LogReg,2023-05-01,2023,1464,0.5416666666666666,0.064314185826043
48,GBoost,2023-05-01,2023,1464,0.5491803278688525,0.137881996074909
48,LogReg,2023-07-01,2023,1488,0.41935483870967744,-0.02998869115254682
48,GBoost,2023-07-01,2023,1488,0.48655913978494625,-0.038508634411542744
48,LogReg,2023-09-01,2023,1464,0.45560109289617484,0.003957620453885664
48,GBoost,2023-09-01,2023,1464,0.4139344262295082,-0.029545738178225926
48,LogReg,2023-11-01,2023,1464,0.5771857923497268,0.12083118511548875
48,GBoost,2023-11-01,2023,1464,0.549863387978142,0.12691523103780875
48,LogReg,2024-01-01,2024,1440,0.5263888888888889,-0.0493443051566615
48,GBoost,2024-01-01,2024,1440,0.5576388888888889,-0.010893618920244133
48,LogReg,2024-03-01,2024,1464,0.5075136612021858,-0.011708901214782168
48,GBoost,2024-03-01,2024,1464,0.49658469945355194,-0.03258914653192633
48,LogReg,2024-05-01,2024,1464,0.4808743169398907,0.07447575636087995
48,GBoost,2024-05-01,2024,1464,0.4726775956284153,0.01981884977108247
48,LogReg,2024-07-01,2024,1488,0.46706989247311825,-0.0222280270612037
48,GBoost,2024-07-01,2024,1488,0.4603494623655914,-0.020372835382619543
48,LogReg,2024-09-01,2024,1464,0.49385245901639346,0.035760830458672885
48,GBoost,2024-09-01,2024,1464,0.4760928961748634,0.0558307823759384
48,LogReg,2024-11-01,2024,1464,0.587431693989071,0.134991413024082
48,GBoost,2024-11-01,2024,1464,0.5122950819672131,-0.06933558279221154
48,LogReg,2025-01-01,2025,1416,0.4858757062146893,0.02849564166239134
48,GBoost,2025-01-01,2025,1416,0.4788135593220339,0.005396544037691611
48,LogReg,2025-03-01,2025,1464,0.5580601092896175,-0.0387646746451486
48,GBoost,2025-03-01,2025,1464,0.5689890710382514,0.016640160055821883
48,LogReg,2025-05-01,2025,1464,0.5184426229508197,0.029435779492343956
48,GBoost,2025-05-01,2025,1464,0.514344262295082,0.03657988579395344
48,LogReg,2025-07-01,2025,1488,0.5134408602150538,-0.017191942517371744
48,GBoost,2025-07-01,2025,1488,0.5201612903225806,0.03942935105514661
48,LogReg,2025-09-01,2025,1464,0.45969945355191255,-0.10750330309979256
48,GBoost,2025-09-01,2025,1464,0.4952185792349727,-0.07368794998130629
48,LogReg,2025-11-01,2025,1464,0.4842896174863388,0.05818939464104891
48,GBoost,2025-11-01,2025,1464,0.476775956284153,0.004068563413339962
48,LogReg,2026-01-01,2026,1416,0.5374293785310734,0.03657512604856768
48,GBoost,2026-01-01,2026,1416,0.4872881355932203,-0.04323114963296065
48,LogReg,2026-03-01,2026,1464,0.453551912568306,0.041365473563216744
48,GBoost,2026-03-01,2026,1464,0.46311475409836067,0.0041532469668861295
